1176	မစ္စတာတာနာခါဟာ ကျောင်းသား မဟုတ်ပါဘူး။	Mr. Tanaka is not a student.
1178	အဖေက ကျောင်းဆရာပါ။	My father is a teacher.
1180	ကျောင်းပိတ်တယ်။	The school is closed.
1194	တိုကျိုမှာ နေသာတယ်။	It's sunny in Tokyo.
1222	ပန်းခြံမှာ သစ်ပင်တွေ ရှိတယ်။	There are trees in the park.
1229	မစ္စတာတာနာခါ ဘယ်မှာ ရှိသလဲ။	Where is Mr. Tanaka?
1233	ပိုက်ဆံ မရှိဘူး။	I haven't any money.
1244	စာရေးခုံပေါ်မှာ စာအုပ် ရှိတယ်။	The book is on the desk.
1245	စာရေးခုံအောက်မှာ လွယ်အိတ် ရှိတယ်။	The bag is under the desk.
1246	အိတ်ထဲမှာ မှတ်စုစာအုပ် ရှိတယ်။	Inside the bag, is a note book.
1247	မစ္စတာတာနာခါရဲ့ ညာဘက်မှာ မစ္စတာယာမာဒါ ရှိတယ်။	On the right side of Mr. Tanaka, is Mr. Yamada.
1248	မစ္စတာတာနာခါရဲ့ ဘယ်ဘက်မှာ မစ္စတာခိမုရ ရှိတယ်။	On the left side of Mr. Tanaka, is Mr. Kimura.
1249	အိမ်ရဲ့ အရှေ့မှာ ကြောင် ရှိတယ်။	There is a cat in front of the house.
1250	အိမ်ရဲ့ အနောက်ဘက်မှာ ကား ရှိတယ်။	There is a car behind the house.
1251	စာတိုက်ပုံးက အိမ်နဲ့ မျက်နှာချင်းဆိုင်မှာ ရှိတယ်။	The mailbox is on the opposite side of the house.
1254	မစ္စတာယာမာဒါက စာသင်ခန်းရဲ့ အပြင်မှာ ရှိတယ်။	Mr. Yamada is at outside of the class.
1255	အိမ်ရဲ့ အရှေ့က ပန်းခြံပါ။	In front of the house, is a garden.
1257	ကျောင်းက အိမ်နားမှာပါ။	The school is near the house.
1258	စာအုပ်က လွယ်အိတ်ထဲမှာပါ။	The book is inside the bag.
1259	ကျွန်တော့် ဘောပင်က ဒီဟာပါ။	This is my pen.
1264	ဂျပန်စာစာသင်ခန်းက ဘယ်မှာလဲ။	Where is the Japanese class?
1268	အဲဒါ ဘယ်တုန်းက သတင်းစာလဲ။	When was the newspaper issued?
1274	စာသင်ခန်းမှာ ကွန်ပျူတာအသစ် ရှိတယ်။	The classroom has a new computer.
1275	သေတ္တာပုံးထဲမှာ ခွေးသေးသေးလေး ရှိတယ်။	There is a tiny puppy inside the box.
1276	မစ္စတာတာနာခါဟာ တက်တက်ကြွကြွရှိတဲ့ လူ ဖြစ်တယ်။	Mr. Tanaka is quite an active person.
1280	ဘယ်လို ရုပ်ရှင်မျိုးလဲ။	What kind of movie?
1281	ဂျပန်ရဲ့ ရုပ်ရှင်ကားဟောင်းပါ။	An old Japanese movie.
1286	ဘယ်လိုဖိနပ်မျိုးကို ဝယ်မလဲ။	What kind of shoes shall we buy?
1291	ဂျပန်စာအဘိဓာန်က အဲဒါပါ။	That is the Japanese dictionary.
1296	မစ္စတာတာနာခါရဲ့ အိတ်က အဲဒီမှာ ရှိတယ်။	Mr. Tanaka's bag is over there.
1297	အဲဒီစာအုပ်က ကျွန်တော့်ဟာပါ။	That book is mine.
1299	ဟိုမှာ ဆရာ ရှိတယ်။	The teacher is over there.
1302	အဲဒီအိတ်ကြီးက ကျွန်တော့်ဟာပါ။	That big bag is mine.
1305	တစ်ဆိတ်လောက် မေးပါရစေ၊ အိမ်သာက ဘယ်နားမှာပါလဲ။	Excuse me. Where is the restroom?
1308	အဲဒီအိတ်က ဘယ်သူ့ဟာလဲ။	Whose bag is that?
1311	အဲဒါ မစ္စတာတာနာခါရဲ့ ဥစ္စာပါ။	That is Mr. Tanaka's.
1312	ဆရာ့ကားက ဘယ်မှာလဲ။	Where is your car, sir?
1319	ကိတ်မုန့် ခုနစ်ခု ရှိတယ်။	There are seven cakes.
1320	ဒီဘောပင် ဘယ်လောက်လဲ။	How much is this pen?
1322	တံဆိပ်ခေါင်း ဆယ်ခုနဲ့ ပို့စကတ် သုံးခု ဝယ်မယ်။	I'd like to buy ten stamps and three postcards.
1323	ဆရာရဲ့ စာကြည့်စားပွဲပေါ်မှာ အဘိဓာန် နှစ်အုပ်နဲ့ မဂ္ဂဇင်း တစ်အုပ် ရှိတယ်။	There are two dictionaries and a magazine on the teacher's desk.
1326	အဲဒီမှာ လက်ကိုင်ပုဝါ ဘယ်နှထည် ရှိသလဲ။	How many handkerchiefs are there?
1330	အခု ငါးနာရီ ထိုးပြီ။	It's five o'clock now.
1333	အခု ဘယ်နှနာရီ ဘယ်နှမိနစ် ရှိပြီလဲ။	What time exactly is it now?
1334	ဆယ်နာရီ ငါးဆယ့်တစ်မိနစ်ပါ။	It's 10:51
1335	ဒီနေ့ ဘာလ ဘာရက်လဲ။	What day is today?
1341	တီဗွီက စန္ဒရားဘေးမှာ ရှိတယ်။	The television is beside the piano.
1348	မနက်ဖန် နေ့လယ် ဆို အတန်း ပြီးပြီ။	The class will be finished by tomorrow afternoon.
1349	နေ့တိုင်း ကျောင်း သွားတယ်။	[I] go to school every day.
1350	မစ္စတာတာနာခါက စာကြည့်တိုက်မှာ စာဖတ်ပေမယ့် ကျွန်တော်ကတော့ အိမ်မှာပဲ ဖတ်တယ်။	Although Mr. Tanaka reads at the library, I read at home.
1356	မနေ့တုန်းက ကျွန်တော် စာဖတ်တယ်။	I read yesterday.
1367	အိမ်ပြန်မယ်။	Let's go home.
1369	ဟင့်အင်း၊ မသွားဘူး။	No, [I] won't go.
1371	မစ္စတာတာနာခါ ကိုကာကိုလာ သောက်တယ်။	Mr. Tanaka drinks Coca Cola.
1378	မစ္စတာတာနာခါဆီကို စာပို့မယ်။	I will send a letter to Mr. Tanaka.
1379	မစ္စတာယာမာဒါကို ပိုက်ဆံချေးမယ်။	I will lend money to Mr. Yamada.
1380	မစ္စတာခိမုရကို အင်္ဂလိပ်စာ သင်တယ်။	I teach English to Mr. Kimura.
1382	မစ္စတာယာမာဒါဆီက ပိုက်ဆံချေးတယ်။	I borrow money from Mr. Yamada.
1386	စာရေးခုံပေါ်မှာ စာအုပ် ထားတယ်။	I put the book on the desk.
1388	ကျွန်တော် ခုနစ်နာရီခွဲမှာ အိပ်ရာထတယ်။	I get up at half past seven.
1389	ဆယ့်တစ်နာရီမှာ အိပ်တယ်။	I go to sleep at eleven o'clock.
1392	တနင်္ဂနွေနေ့မှာ တင်းနစ်ရိုက်တယ်။	[I] play tennis on Sunday.
1393	ဘယ်တော့ တင်းနစ် ရိုက်မလဲ။	When will [you/we] play tennis?
1396	ရုပ်ရှင် ကြည့်ခဲ့တယ်။	[I] watched a movie.
1397	ကျွန်တော် နွေရာသီပိတ်ရက်မှာ ခရီးထွက်တယ်။	I travel during Summer holidays.
1398	မစ္စတာယာမာဒါရဲ့ မွေးနေ့ ကျရင် ပါတီလုပ်မယ်။	[We] will throw a party on Mr. Yamada's birthday.
1401	ကျွန်တော့်အိမ်ကခွေးက ကြီးတယ်။	The dog from my home is big.
1402	ဘေးအိမ်ကခွေးက အကောင် မကြီးဘူး။	My next door's dog isn't that big.
1403	ဒီနေ့ မအေးဘူး။	It's not cold today.
1408	ဂျပန်ကဟင်းတွေက စပ်သလား။	Are Japanese dishes spicy?
1409	ဟင့်အင်း၊ မစပ်ပါဘူး။	No, they are not spicy.
1410	အပြင်မှာ အေးလား။	Is it cold outside?
1414	ဂျပန်ဟင်းလျာတွေကို ဘယ်လို သဘောရသလဲ။	What do you think about Japanese cuisine?
1418	ဒီအိတ်ကို ဈေးကြီးကြီး ပေးခဲ့ရတယ်။	[I] had to pay a good price for this bag.
1419	ပါတီကဟင်းတွေ စားလို့ မကောင်းဘူး။	The curries from the party weren't tasty.
1423	မနေ့ကရုပ်ရှင် ဘယ်လိုနေလဲ။	How was the movie yesterday?
1426	ကျွန်တော့်အခန်းက သိပ် မကျယ်ဘူး။	My room isn't very large.
1427	အရမ်း ပင်ပန်းတယ်။	It's very exhausting.
1428	သိပ် မပင်ပန်းခဲ့ဘူး။	It wasn't that tiring.
1431	ဒီနားမှာ အဆောက်အအုံ ခပ်မြင့်မြင့်တွေ မရှိဘူး။	Aren't there any high rise buildings around here?
1433	ဘူတာရှေ့မှာ ဆိုင်ကြီးဆိုင်ကောင်းတွေ ရှိတယ်။	There are good huge shops in front of the station.
1434	ဒီအခန်းက အရမ်း တိတ်ဆိတ်တဲ့ အခန်းပါ။	This is a very quiet room.
1435	အင်္ကျီလေးက လှတယ်နော်။	Nice top.
1446	မစ္စတာတာနာခါက အရပ်ရှည်တယ်။	Mr. Tanaka is tall.
1449	ကျွန်တော် မနေ့ကတည်းက လည်ချောင်း နာနေတယ်။	I have been having a sore throat since yesterday.
1450	ခေါင်းကိုက်လား။	Having a headache?
1451	ဟင့်အင်း၊ မကိုက်ဘူး။	No, no headaches.
1454	ဒီမြို့က လမ်းကျဉ်းတယ်။	This city has narrow lanes.
1455	ဒီပန်းချီက အရောင် လှတယ်။	This painting has beautiful colors.
1457	ကျွန်တော် သီချင်းဆို ညံ့တယ်။	I am bad at singing.
1459	မစ္စတာယာမာဒါရဲ့ အဖေက အရမ်း အလုပ်လုပ်တယ်။	Mr. Yamada's father is a workaholic.
1460	မစ္စတာယာမာဒါရဲ့ အဖေက ဆရာဝန်ပါ။	Mr. Yamada's father is a doctor.
1473	အိမ်စာ လုပ်ဖို့ မမေ့ပါစေနဲ့။	Don't forget to do homework.
1474	ဒီမှာ စာဖတ်လို့ ရတယ်။	You can read here.
1476	အဲဒီလူက ဂျပန်စာဆရာ ဖြစ်မယ် ထင်တယ်။	That person must be a Japanese teacher.
1477	ဒါ မနေ့က ဝယ်ခဲ့တဲ့ တိတ်ခွေပါ။	This is the tape [I] bought yesterday.
1478	လမ်း မသိတဲ့ခဲ့ရင် ဖုန်းဆက်မေးပါ။	In case you don't know the street, just call.
1481	မစ္စတာခိုဘာယာရှိက အပြာရောင်ရှပ်အင်္ကျီကို ဝတ်ထားတယ်။	Mr. Kobarashi is wearing a blue shirt.
1482	စာထဲမှာ ရေးထားတယ်။	It's written in the letter.
1484	ထမင်းစားပြီးရင် သွားတိုက်တယ်။	[I] brush [my] teeth after having meals.
1485	မတ်တပ်ထပါ။	Please stand up.
1491	အခု မစ္စတာခိုဘာယာရှိ စာကြည့်တိုက်မှာ စာအုပ် ဖတ်နေတယ်။	Mr. Kobarashi is reading at the library now.
1492	မစ္စတာတာနာခါ အခု ဘာ လုပ်နေလဲ။	What is Mr. Tanaka doing now?
1494	ဘယ်တုန်းကတည်းက ဂျပန်စာကို လေ့လာနေတာလဲ။	Since when have [you] been learning Japanese?
1495	မနှစ်ကတည်းက လေ့လာနေတယ်။	[I] have been studying since last year.
1501	ပြတင်းပေါက် ပွင့်နေတယ်။	The window is open.
1507	ဒီလမ်းက ကွေ့ကောက်နေတယ်။	This road is curvy.
1512	ပြတင်းပေါက် ပိတ်ထားတယ်။	The window is closed.
1513	မီး ပိတ်ထားပြီးပြီ။	The light has been switched off.
1515	မေးခွန်းက စာမျက်နှာဆယ်ငါးမှာ ရေးထားတယ်။	The question is written on page fifty.
1520	ပြတင်းပေါက် ဖွင့်ထားတယ်။	The window is opened.
1527	စာရေးခုံပေါ်မှာ ဖတ်စာအုပ်နဲ့ မှတ်စုစာအုပ် ရှိတယ်။	There is a textbook and a notebook on the desk.
1528	တနင်္လာနေ့၊ ဗုဒ္ဓဟူးနေ့နဲ့ သောကြာနေ့တွေမှာ ဘောလုံးလေ့ကျင့်ရေး ရှိတယ်။	There is football practice on Monday, Wednesday and Friday.
1530	ကုန်တိုက်တို့ စူပါမားကက်တို့မှာ ဈေးဝယ်တယ်။	[I] buy at department stores and supermarkets.
1531	စာတိုက်ရဲ့ အရှေ့နဲ့ ဘူတာရဲ့ ဘေးတွေမှာ စာတိုက်ပုံး ရှိတယ်။	There is a mailbox in front of the post office and beside the station.
1532	ပေါင်မုန့်တို့ ကြက်ဥတို့ စားတယ်။	[I] eat bread and eggs.
1533	ကျွန်တော့်ရဲ့ အခန်းမှာ စာရေးခုံတို့ အိပ်ရာတို့ တီဗွီတို့ ရှိတယ်။	My room has a desk, a bed and a television.
1534	အမဲရောင်အိတ်အကြီးကြီးက ကျွန်တော့်ဟာပါ။	That big black bag is mine.
1535	လှပပြီး တိတ်ဆိတ်တဲ့ အိမ်ခန်းမှာ နေတယ်။	[I] live in a beautiful and quiet room.
1537	ဒီပန်းက သေးပြီး နီတယ်။	This flower is small and red.
1542	ဒီခြေအိတ်က ခိုင်ပြီး ဈေးသက်သာတယ်။	This sock is hardy and cheap.
1544	ဒီစာအုပ်က ခန်းဂျီးက များပြီး ခက်တယ်။	This book has many Kanji and difficult.
1545	ကိုယ် အရမ်း ပူလို့ ကျောင်း မသွားနိုင်ဘူး။	[I] couldn't go to school due to the high fever.
1546	ကျွန်တော် နွေရာသီပိတ်ရက်မှာ တင်းနစ်ရိုက်လိုက် ရေကူးလိုက် လုပ်တယ်။	I either play tennis or go swimming during Summer holidays.
1547	တနင်္ဂနွေနေ့ ဆို ညီလေးက စာအုပ် ဖတ်လိုက် တီဗွီ ကြည့်လိုက် လုပ်တယ်။	On Sundays, my younger brother either reads or watches television.
1548	သူငယ်ချင်းနဲ့ အမြဲလိုလို ရုပ်ရှင် ကြည့်လိုက် ရေကူးကန် သွားလိုက် လုပ်တယ်။	I often go to the movies or the swimming pool with my friend.
1549	လေယာဉ်ပျံနဲ့ တိုကျိုနဲ့ အိုဆာကာကို သွားလိုက်လာလိုက် လုပ်တယ်။	I go back and forth between Tokyo and Osaka by plane.
1551	ကျွန်တော် မနက်ဖန် ဘူတာမှာ သူငယ်ချင်းနဲ့ တွေ့ပြီး သူနဲ့ အတူ ဂီတပွဲ သွားမယ်။	I will meet my friend at the station tomorrow and go to a concert with him/her.
1553	မနက် ခုနစ်နာရီမှာ အိပ်ရာထတယ်၊	[I] get up at seven in the morning.
1556	ထမင်းဘူးတွေ ဟိုနားမှာ ထိုင်စားရအောင်။	Let's have our lunchboxes over there.
1557	ကျွန်တော် နေ့တိုင်း ကျောင်းကို လမ်းလျှောက်သွားတယ်။	I walk to school every day.
1558	တိတ်ခွေ နားထောင်ပြီး ဂျပန်စာ လေ့လာတယ်။	[I] listen to tapes and learn Japanese.
1562	မုန်တိုင်းကြီး ဝင်လို့ ရထားတွေ ရပ်ကုန်တယ်။	The trains have stopped due to the heavy storm.
1586	ကျောင်းကနေ အိမ်အထိ ခြေလျင်လျှောက်တယ်။	[I] go to home from school on foot.
1588	စားသောက်ဆိုင်မှာ ထမင်းစားတယ်။	[I] eat at the restaurent.
1592	ကောင်းကင်က ပြာတယ်။	The sky is blue.
1599	ကျွန်တော် စာအုပ် ဖတ်ခဲ့တယ်။	I read a book.
1601	ကိုးနာရီမှာ အိမ်က ထွက်မယ်။	[I] will leave home at nine o'clock.
1605	ကျောင်း မသွားဘူး။	[I] am not going to school.
1609	ပေါင်မုန့်ပဲ စားလိုက်တယ်။	[I] only ate a bread.
1614	နံရံမှာ ဓာတ်ပုံ ကပ်မယ်။	[I] am going to stick pictures on the wall.
1619	လေယာဉ်ပျံ စီးမယ်။	[I] am going to ride a plane.
1625	မစ္စတာတာနာခါကို စာအုပ် ပြမယ်။	[I] am going to show the book to Mr. Tanaka.
1630	တီဗွီက မျက်စိအတွက် မကောင်းဘူး။	Television is bad for eyes.
1634	ဟိုတယ်မှာ တည်းမယ်။	[I] am going to stay at a hotel.
1636	ခြံထဲမှာ ပန်းတွေ ပွင့်တယ်။	Flowers bloom in the garden.
1637	ခုနစ်နာရီမှာ အိမ်က ထွက်မယ်။	[I] will leave home at seven o'clock.
1638	ဒီနှစ် သုံးလပိုင်း ဆယ်ငါးရက်နေ့တုန်းက ဂျပန်ကို လာတယ်။	[I] came to Japan this year March fifteen.
1640	ရှပ်အင်္ကျီ သွားဝယ်မယ်။	[I] am going to go buy a shirt.
1645	လေယာဉ်ပျံက တောင်ဘက်ကို ပျံသွားတယ်။	The plane flew to the south.
1646	ရှစ်လပိုင်း တစ်ရက်နေ့ကနေ ကိုးလပိုင်း သုံးဆယ်ရက်နေ့အထိက နွေရာသီပိတ်ရက်ပါ။	Summer holiday is from first of August to September thirtieth.
1647	နံပါတ်တစ်ကနေ နံပါတ်တစ်ဆယ်ထိလူတွေ ဝင်ကြပါ။	People from number one to ten, please enter.
1650	စာသင်ခန်းက ထွက်မယ်။	I am going out of the classroom.
1654	ဆရာက မေးခွန်း ထုတ်လိုက်ပါတယ်။	The teacher has raised a question.
1660	ပန်းခြံမှာ ဂီတပွဲ ရှိတယ်။	There is a concert at the park.
1667	ဘောပင်နဲ့ စာရေးတယ်။	[I] write with a pen.
1668	ဘတ်စ်ကားနဲ့ ကျောင်းသွားတယ်။	[I] go to school by bus.
1671	နေမကောင်းလို့ ကျောင်းမသွားဘူး။	[I] didn’t go to school because I was sick.
1672	မုန်တိုင်းကြောင့် ရထား နောက်ကျတယ်။	The train is late due to the storm.
1675	အမြဲတမ်း တစ်ယောက်တည်း စာဖတ်နေတယ်။	I always read alone.
1679	နောက်ဆယ်မိနစ် ဆို ငါးနာရီ ထိုးပြီ။	It will be five o'clock in next ten minutes.
1682	အတန်းကလူတွေနဲ့ ခရီးသွားခဲ့တယ်။	I went on a trip with my classmates.
1683	အဲဒီအလုပ်ကိုတော့ ကိုယ့်ဟာကိုယ် လုပ်မယ်။	I will do that task on my own.
1692	ဟိုအိတ်က ကျွန်တော့်အိတ်နဲ့ အတူတူပဲ။	That bag is the same as my bag.
1693	ဒီမှတ်စုစာအုပ်က ကျွန်တော့်မှတ်စုစာအုပ်နဲ့ မတူဘူး။	This notebook and my notebook are different.
1694	မနက် အိပ်ရာထတဲ့အခါ "မင်္ဂလာမနက်ခင်းပါ" လို့ ပြောတယ်။	[I] say "good morning" when I get up in the morning.
1696	ဒီခန်းဂျီးကို "ယာမ"လို့ ဖတ်တယ်။	This Kanji is read as "yama".
1710	ကိုကာကိုလာ နှစ်ခွက် ပေးပါ။	Please give [us] two Coca Cola.
1714	နာမည် ရေးပါ။	Write your name.
1715	ဟုတ်ကဲ့၊ နားလည်ပါပြီ။	Yes, understood.
1720	ခဏလောက် စောင့်ပါ။	Please wait for a moment.
1727	အင်း၊ ကောင်းပါတယ်။	Yes, it's fine.
1728	ဒီအခန်းထဲမှာ ထမင်းဘူး ဖွင့်စားလည်း ရတယ်။	It's okay to eat lunchboxes in this room.
1734	အပြင်ထွက်လို့ ရမလား။	May I go out?
1738	ဆေးရုံမှာ လက်ကိုင်ဖုန်း မသုံးရဘူး။	[You] can't use smartphones at the hospital.
1745	ဒီနေ့ ရေမချိုးပါနဲ့။	Please don't take shower today.
1748	ကွန်ပျူတာ သုံးနေတယ်၊ ခလုတ် မပိတ်လိုက်ပါနဲ့။	I am using the computer. Please don't switch off.
1768	စနေနေ့ နေ့လယ်ပိုင်းမှာ တင်းနစ် ကစားရအောင်လား။	Shall we play tennis Saturday afternoon?
1778	ရေကူးကန် သွားရအောင်လား။	Shall we go to the swimming pool?
1794	အဲဒီအထုတ်ကို ကျွန်တော် သယ်ပေးမယ်။	I will carry that package.
1799	အဲဒီအလုပ်ကို ကျွန်တော် လုပ်ပါ့မယ်။	I will do that job.
1801	စာကြည့်တိုက်မှာ စာဖတ်မလို့ လုပ်ထားတာ စာကြည့်တိုက် မဖွင့်ဘူး။	I was planning to read at the library but the library was closed.
1810	အိမ်ပြန်ရင် သန့်ရှင်းရေး လုပ်မယ်လို့ စိတ်ကူးထားတယ်။	I am planning to do some cleaning when I get home.
1811	ညီမလေးက ဂျပန်စာဆရာမ လုပ်ဖို့ စိတ်ကူးနေတယ်။	My younger sister is planning to become a Japanese teacher.
1813	ဒီည ဘယ်မှ မသွားချင်ဘူး။	I don't want to go out tonight.
1817	ဂျပန်တေးဂီတကို နားထောင်ချင်တယ်။	I want to listen to Japanese music.
1818	ရေ သောက်ချင်တယ်။	I want to drink water.
1824	ဟုတ်ကဲ့၊ ရပါတယ်။	Yes, of course.
1826	တိုကျိုကတက္ကသိုလ်မှာ တက်ချင်တယ်။	I want to study at a university in Tokyo.
1831	ကျွန်တော် အခု ကွန်ပျူတာ လိုချင်တယ်။	I want a computer now.
1836	ဘာ လိုချင်ပါသလဲ။	What would you like?
1837	ဒါရယ် အဲဒါရယ် လိုချင်ပါတယ်။	I'd like this one and that one.
1848	ကျွန်တော် တေးဂီတကို နှစ်သက်တယ်။	I like music.
1849	ကျွန်တော် အားကစား ဝါသနာမပါဘူး။	I am not into sports.
1860	ဘာအစားအစာ ကြိုက်သလဲ။	What kind of food do you like?
1862	ကျွန်တော် အတန်း တက်ရတာ ပျော်တယ်။	I enjoy attending the class.
1879	ဟင့်အင်း၊ မတတ်ဘူး။	No, I don't know how to.
1881	မစ္စတာတာနာခါက တင်းနစ်ရိုက်တတ်တယ်။	Mr. Tanaka can play tennis.
1883	ဟိုတယ်လီဖုန်းနဲ့ နိုင်ငံခြားကို ဖုန်းခေါ်လို့ ရသလား။	Can we make an international call with that telephone?
1885	ကျွန်တော် ခန်းဂျီး ရေးတတ်တယ်။	I can write Kanji.
1900	ဟိုမှာ လူတစ်ယောက် ရှိတယ်နော်။ အဲဒီလူက ဘယ်သူလဲ။	There is a person over there. Who is that?
1919	ဒီနာရီ ကျိန်းသေ ဈေးကြီးမှာ သေချာတယ်။	I am certain this watch is definitely expensive.
1921	အခု ဆယ်နာရီ ဆိုတော့၊ စာတိုက် ဖွင့်နေလောက်ပြီ။	Since it's ten o'clock now, the post office is probably opened.
1928	ဒီအိမ်မှာ တစ်ယောက်ယောက် နေနေသလိုပဲ။	This house looks like someone lives in it.
1931	မိုးရွာမလိုပဲ။	It looks like it is about to rain.
1935	ခြံထဲမှာ ကား မရှိဘူး။ အမေ အပြင်ထွက်သွားတယ်ထင်တယ်။	The car isn't in the compound. Mother must have gone out.
1942	လာမယ့်လမှာ တပည်အသစ် လာမယ်လို့ ကြားတယ်။	[I] heard a new student will join coming month.
1947	ဆရာ့ဆီက ကြားတာ၊ နောက်လက စပြီး ကျောင်းသားသစ် လာမယ်ဆိုပဲ။	[I] heard from the teacher that  a new student will join starting from next month.
1965	ဒီစာစီစာကုံးကို ရေးတဲ့ သူက ဘယ်သူလဲ။ နာမည် တပ်မထားဘူး။	Who wrote this essay? There is no name.
1967	အမေ ချက်တဲ့ ဟင်းက အရမ်း စားလို့ ကောင်းတယ်။	Mother's cookings are so delicious.
1971	အဖြေ ရေးပြီးတဲ့ စာရွက်ကို ထပ်လိုက်ပါ။	Please hand in the answer paper.
1974	စာကြည့်တိုက်ထဲမှာ မစ္စတာတာနာခါ စာဖတ်နေတာ တွေ့လိုက်တယ်။	[I] saw Mr. Tanaka reading in the library.
1990	မစ္စတာတာနာခါ ပြေးနေတာကို မြင်လိုက်တယ်။	[I] saw Mr. Tanaka running.
1993	ကိတ်မု့န် စားတဲ့ လူက မစ္စတာယာမာဒါပါ။	Mr. Yamada is the one who eats cakes.
2004	ဆေး သောက်လိုက်တာမို့လို့ ကောင်းသွားမှာပါ။	[You/I] will be fine since [you/I] have taken medicines.
2005	မနက်ဖန် အတန်း မရှိလို့ ကျောင်းမသွားဘူး။	[I] won't go to school tomorrow because there is no class.
2007	ဘယ်လိုလုပ် ကျွန်တော့်ဖုန်းနံပါတ် သိသွားတာလဲ။	How come they know my phone number?
2011	ဘာဖြစ်လို့လဲ။	Why?
2017	ဘာဖြစ်လို့ အတန်းပျက်တာလဲ။	Why were you absent for class?
2018	ကိုယ်ပူပြီး အိပ်ရာက မထနိုင်ဘူး။	[I] had a fever and couldn't get up from bed.
2019	ဒီနေ့ ဆရာ နေမကောင်းလို့ အတန်း မရှိဘူး။	There is no class today because the teacher is sick.
2023	မစ္စတာယာမာဒါက အမြဲတမ်း တက်ကြွနေပြီး၊ ဒီနေ့တော့ ငြိမ်နေတယ်။	Mr. Yamada is always active but he is quiet today.
2024	ဒီနေ့ တနင်္ဂနွေနေ့ ဆိုပေမယ့် အလုပ် ရှိတယ်။	Although today is Sunday, I have work.
2030	ကျွန်တော်က တိုကျိုမှာ နေပေမယ့် ညီလေးကတော့ ကျိုတိုမှာ နေတယ်။	Although I live in Tokyo, my younger brother lives in Kyoto.
2041	အဲဒီတက္ကသိုလ်ကို သွားမယ် ဆိုရင် စက်ဘီးက အဆင်ပြေတယ်။	If that's the university [I am going to attend], bicycle is fine.
2042	အဖေ မနက် အိပ်ရာထတိုင်း သတင်းစာ ဖတ်တယ်။	My father reads newspaper after getting up in the morning.
2043	ဒီခလုတ်ကို နှိပ်ရင် တံခါး ပွင့်မယ်။	The door will open on pressing this button.
2047	ဈေးသက်သာရင် ဝယ်မယ်။	If it's cheap, I will buy.
2055	နီးတယ် ဆိုရင် ခြေလျင်လျှောက်မယ်လေ။	If it's near, let's go on foot.
2056	မလုပ်ချင်ရင် မလုပ်လည်း ရတယ်။	You don't have to do it if you don't want to.
2060	ကား ဝယ်လိုက်ရင် ပိုက်ဆံ ကုန်သွားမယ်။	There will be no money if we buy a car.
2061	ကား ဝယ်ထားရင် ဘယ် မဆို သွားနိုင်တယ်။	If we buy a car, we can go anywhere.
2064	ခန်းဂျီးကို မှတ်မိအောင် ဘယ်လို လုပ်ရမလဲ။	How do I remember Kanji?
2065	နေ့တိုင်း သတင်းစာ ဖတ်ရင် မှတ်မိလိမ့်မယ်။	You will remember if you read newspaper everyday.
2068	နှင်း ကျလည်း ကျောင်းသွားတယ်။	I go to school even if it snows.
2069	ချမ်းပေမယ့်လည်း ရေကူးမယ်။	I will swim even if it's cold.
